title,company,address,experience,url,query,page,vacancy_id,matched_queries
Senior Data scientist (розничные риски),Selecty,"Москва, р-н Тверской",Опыт более 6 лет,https://hh.ru/vacancy/136325606?query=Data+Analyst,Data Analyst,7,136325606,['Data Analyst']
ML -аналитик,ПАО Совкомбанк. ИТ,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/134699230?query=Data+Analyst,Data Analyst,7,134699230,['Data Analyst']
Team Lead BI и аналитики,ООО Qnits,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/135307098?query=Data+Analyst,Data Analyst,7,135307098,['Data Analyst']
Аналитик данных (middle),ООО Лоция,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136169700?query=Data+Analyst,Data Analyst,7,136169700,['Data Analyst']
Data Analyst (Лаборатория нейронаук и поведения человека),Сбер. Data Science,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135559058?query=Data+Analyst,Data Analyst,7,135559058,['Data Analyst']
Data Analyst Middle,Sputnik8,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135891466?query=Data+Analyst,Data Analyst,7,135891466,"['AI Engineer', 'Data Analyst']"
IT специалист по цифровым технологиям аудита,Сбер для экспертов,Ростов-на-Дону,Без опыта,https://hh.ru/vacancy/136097761?query=Data+Analyst,Data Analyst,7,136097761,['Data Analyst']
Business Analyst,ООО Твистеллар,Минск,Опыт 1-3 года,https://rabota.by/vacancy/136142847?query=Data+Analyst&hhtmFrom=vacancy_search_list,Data Analyst,7,136142847,['Data Analyst']
Бизнес-аналитик (E-commerce),SPLAT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135896101?query=Data+Analyst,Data Analyst,7,135896101,['Data Analyst']
Safety Operations Analyst,ТОО inDrive,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136108843?query=Data+Analyst,Data Analyst,7,136108843,['Data Analyst']
"Tech Lead / CTO — AI-стартап (динамическое ценообразование, международный рынок)",ИП Степанов Алексей Андреевич,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135935227?query=Data+Analyst,Data Analyst,7,135935227,"['AI Engineer', 'Data Analyst']"
Младший категорийный менеджер,ООО ВсеИнструменты.ру,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136062165?query=Data+Analyst,Data Analyst,7,136062165,['Data Analyst']
Операционный менеджер отдела аналитики (автоматизация отчетности Excel / Power BI),Опт-Юнион,Химки,Опыт 1-3 года,https://hh.ru/vacancy/134784012?query=Data+Analyst,Data Analyst,7,134784012,['Data Analyst']
Эксперт по цифровым технологиям аудита,Сбер. Data Science,Самара,Без опыта,https://hh.ru/vacancy/135845686?query=Data+Analyst,Data Analyst,7,135845686,['Data Analyst']
Data Engineer / Дата-инженер,Ситидрайв,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135922444?query=Data+Analyst,Data Analyst,7,135922444,['Data Analyst']
Ведущий продуктовый аналитик / Senior Product Analyst,ООО Майфин,Минск,Опыт 3-6 лет,https://rabota.by/vacancy/136345688?query=Data+Analyst&hhtmFrom=vacancy_search_list,Data Analyst,7,136345688,"['Data Analyst', 'Data Engineer']"
Директор по продукту (CPO)/Head of Product,ООО Консоль.Про,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135588223?query=Data+Analyst,Data Analyst,7,135588223,['Data Analyst']
Специалист по аналитике,ЗАО Альфа Телеком (MEGA),"Бишкек, улица А. Суюмбаева, 123",Опыт 1-3 года,https://hh.ru/vacancy/136361901?query=Data+Analyst,Data Analyst,7,136361901,['Data Analyst']
Руководитель направления по развитию процессов коммерции,"X5, Управляющая компания",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135996040?query=Data+Analyst,Data Analyst,8,135996040,['Data Analyst']
Руководитель группы разработки DWH / Team Lead Data Engineering,АО ОЧАКОВО,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136173808?query=Data+Analyst,Data Analyst,8,136173808,"['AI Engineer', 'Data Analyst']"
"Помощник менеджера по логистике, операциям и импорту",ABC Russia,"Москва, р-н Покровское-Стрешнево",Опыт 1-3 года,https://hh.ru/vacancy/135790049?query=Data+Analyst,Data Analyst,8,135790049,['Data Analyst']
TechLead / Senior DevOps (MLOps),USETECH,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136328984?query=Data+Analyst,Data Analyst,8,136328984,"['AI Engineer', 'Data Analyst', 'MLOps']"
Менеджер по работе с дилерами,ООО ЭМ Рус,"Москва, р-н Филёвский Парк",Опыт 3-6 лет,https://hh.ru/vacancy/134178843?query=Data+Analyst,Data Analyst,8,134178843,['Data Analyst']
Senior Аналитик данных / Python-разработчик (Data / ETL),ООО Смарт консалтинг,Новосибирск,Опыт 3-6 лет,https://hh.ru/vacancy/135521700?query=Data+Analyst,Data Analyst,8,135521700,"['AI Engineer', 'Data Analyst']"
Младший продуктовый аналитик,"Петрович, Строительный Торговый Дом",Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/134923619?query=Data+Analyst,Data Analyst,8,134923619,['Data Analyst']
Middle+/Senior Python developer в Центр DataGov,"""МТС"", Работа в IT",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135884255?query=Data+Analyst,Data Analyst,8,135884255,"['AI Engineer', 'Data Analyst']"
Senior Business/Data Analyst,"ПАО МегаФон, IT",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136199915?query=Data+Analyst,Data Analyst,8,136199915,['Data Analyst']
Интернет-маркетолог со знанием английского языка,ITG Corporation,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136130840?query=Data+Analyst,Data Analyst,8,136130840,['Data Analyst']
Аналитик данных маркетплейсов Wildberries OZON,Data-Power,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135540607?query=Data+Analyst,Data Analyst,8,135540607,['Data Analyst']
Full-stack Developer,ТОО OpenRate,"Астана, проспект Туран, 52/7",Опыт 3-6 лет,https://hh.ru/vacancy/135633633?query=Data+Analyst,Data Analyst,8,135633633,['Data Analyst']
Senior Product Analyst,ТОО Playrix,Тбилиси,Опыт 3-6 лет,https://hh.ru/vacancy/136162052?query=Data+Analyst,Data Analyst,8,136162052,['Data Analyst']
Дата аналитик CVM,"""МТС"", Аналитика",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136290990?query=Data+Analyst,Data Analyst,8,136290990,['Data Analyst']
Data Analyst,ООО Синьор Софт,Рязань,Опыт 3-6 лет,https://hh.ru/vacancy/135391985?query=Data+Analyst,Data Analyst,8,135391985,['Data Analyst']
Главный менеджер по аналитике данных и искусственному интеллекту,Специальная организация управления «Alatau City Authority»,Алматы,Опыт более 6 лет,https://hh.ru/vacancy/136243566?query=Data+Analyst,Data Analyst,8,136243566,"['Data Analyst', 'Data Scientist']"
Head of Product,ООО Леон,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135749921?query=Data+Analyst,Data Analyst,8,135749921,['Data Analyst']
Аналитик данных,ООО Лоция,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/136179174?query=Data+Analyst,Data Analyst,8,136179174,['Data Analyst']
Системный аналитик,ООО ОТР,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134679395?query=Data+Analyst,Data Analyst,8,134679395,['Data Analyst']
Коммерческий директор (CCO),Integraaal,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135877465?query=Data+Analyst,Data Analyst,8,135877465,['Data Analyst']
Дата-инженер,Т-Банк. ИТ. DWH,"Пермь, р-н Свердловский",Опыт 3-6 лет,https://hh.ru/vacancy/136327960?query=Data+Analyst,Data Analyst,9,136327960,['Data Analyst']
"Аналитик данных, Департамент по продукту и технологиям WMS",Ozon Tech,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135609373?query=Data+Analyst,Data Analyst,9,135609373,['Data Analyst']
Бизнес - аналитик AI,ФГБУ Центральный НИИ организации и информатизации здравоохранения Министерства здравоохранения Российской Федерации,"Москва, р-н Мещанский",Опыт 3-6 лет,https://hh.ru/vacancy/135539441?query=Data+Analyst,Data Analyst,9,135539441,['Data Analyst']
Data Architect,getmatch,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136326536?query=Data+Analyst,Data Analyst,9,136326536,"['AI Engineer', 'Data Analyst']"
Руководитель Data Science направления,Rostic’s IT,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135915734?query=Data+Analyst,Data Analyst,9,135915734,"['Data Analyst', 'ML Engineer']"
Маркетинговый / Продуктовый аналитик (EdTech),РБК,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136086032?query=Data+Analyst,Data Analyst,9,136086032,['Data Analyst']
Data Governance Analyst | Аналитик по управлению данными,HelioCore,Лимасол,Опыт 3-6 лет,https://hh.ru/vacancy/135870689?query=Data+Analyst,Data Analyst,9,135870689,['Data Analyst']
Data Analyst (Collection),АО Bereke Bank - ИТ-специалисты,"Алматы, улица Карасай батыра, 125",Опыт 1-3 года,https://hh.ru/vacancy/135538553?query=Data+Analyst,Data Analyst,9,135538553,['Data Analyst']
Middle Data Analyst,Korzinka (Anglesey food),"Ташкент, Малая кольцевая дорога, 4/1блок4",Опыт 1-3 года,https://hh.ru/vacancy/136059545?query=Data+Analyst,Data Analyst,9,136059545,['Data Analyst']
Менеджер проектов по внедрению ИИ,ООО Ника,"Ижевск, р-н Ленинский",Опыт 1-3 года,https://hh.ru/vacancy/136059774?query=Data+Analyst,Data Analyst,9,136059774,"['Data Analyst', 'Data Engineer']"
Data/BI analyst,Loyalty Labs,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/135649726?query=Data+Analyst,Data Analyst,9,135649726,['Data Analyst']
Заместитель начальника управления (Макроэкономист),Правительство Москвы,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136229822?query=Data+Analyst,Data Analyst,9,136229822,['Data Analyst']
Инженер технической поддержки / Business Support engineer,Paragon Software,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/134370280?query=Data+Analyst,Data Analyst,9,134370280,"['Data Analyst', 'Data Engineer']"
Senior Sales Executive (Account Executive),Velvetech LLC,Тбилиси,Опыт более 6 лет,https://hh.ru/vacancy/136317135?query=Data+Analyst,Data Analyst,9,136317135,"['Data Analyst', 'Data Engineer']"
"Системный аналитик Tantor DI (PostgreSQL, Debezium, CDC )",Группа компаний Астра,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/129612155?query=Data+Analyst,Data Analyst,9,129612155,['Data Analyst']
Middle Strategy Manager (Mobile),Mobio,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135638500?query=Data+Analyst,Data Analyst,9,135638500,['Data Analyst']
ML аналитик (офис),ООО Совкомбанк Технологии,Казань,Опыт 1-3 года,https://hh.ru/vacancy/133888708?query=Data+Analyst,Data Analyst,9,133888708,['Data Analyst']
Руководитель группы аналитиков,,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135142156?query=Data+Analyst,Data Analyst,9,135142156,['Data Analyst']
Performans Manager,OSON (АO BRIO GROUP),"Ташкент, улица Богишамол, 179",Опыт 1-3 года,https://hh.ru/vacancy/136309522?query=Data+Analyst,Data Analyst,9,136309522,['Data Analyst']
Системный аналитик DWH,"МАГНИТ, Розничная сеть. IT",Москва,Опыт 1-3 года,https://hh.ru/vacancy/135387276?query=Data+Analyst,Data Analyst,9,135387276,"['Data Analyst', 'Data Engineer']"
